"geneAcc","geneSym","logFC","FC","p.val.paired.ttest","adj.pvalue.FDR","significant","status.Live"
"7705696","TXNDC12",-0.220506099663421,0.858264303169866,0.0927565013640624,0.123034530306736,"no","down"
"256985160","RAB7B",0.273839211551678,1.20902092287045,0.0534150107161481,0.0755483024493586,"no","up"
"22165433","ANXA11",0.22764763358148,1.17092415767912,0.275505262681096,0.313463765539381,"no","up"
"20270243","NUS1",0.271277644573892,1.20687615894415,0.00819511859354577,0.019438575742606,"no","up"
"4507149","SOD1",-0.644751162528863,0.639603100502228,0.00139986225451692,0.00854131333813917,"yes","down"
"17017988","COX5B",0.135551525779206,1.09851268233472,0.129516657502043,0.162530707453544,"no","up"
"5729770","TPP1",-0.262862092742434,0.833432871222076,0.0367322315523784,0.0573381175451761,"no","down"
"219555707","EIF5A",-0.337681289278493,0.791312093352865,8.08659267456463e-05,0.00273551096973413,"no","down"
"11056061","TMSB4X",-2.15373601508389,0.224729899057695,0.0301779442620913,0.0482007781047477,"yes","down"
"21956645","MTPN",-0.594662410467961,0.662199391218724,0.00233333300151654,0.00945326412749779,"yes","down"
"4504347","HBA1",1.28881195371851,2.44326771791496,0.000727705606615824,0.00672262428855796,"yes","up"
"27477072","CCL3L1",0.0108288342864409,1.00753421640507,0.941729745665077,0.945422803491214,"no","up"
"25282469","RDH10",-0.0911416285864561,0.938779583311257,0.223336556920949,0.259882538962559,"no","down"
"733605926","TUBA1C",0.801694474102458,1.74314728598686,0.000588299887902582,0.00602419085212244,"yes","up"
"10645195","HIST1H2AE",1.07879627336365,2.11227295020627,0.000146126442797942,0.00273551096973413,"yes","up"
"974005396","CNPY3",-0.369730742388541,0.773926925264116,0.00128563574042426,0.00854131333813917,"no","down"
"4505185","MIF",-0.124988804367581,0.917011159386358,0.183867636021511,0.225215860389985,"no","down"
"14141193","RPS9",1.39496286409268,2.62981782632009,0.00211656513385502,0.00883395177172402,"yes","up"
"4885413","HINT1",-0.134563621049638,0.910945329966627,0.319085751190977,0.356707215305197,"no","down"
"4758302","ERH",-1.02671827914538,0.490825368010093,0.000257778429437414,0.00388183987858693,"yes","down"
"7661922","RAB21",0.176330553838003,1.13000609468854,0.00598255696185083,0.0162645957304502,"no","up"
"4503477","EEF1B2",0.121920221221774,1.08818226523051,0.0187690579664474,0.0336005513245492,"no","up"
"6005731","CHP1",0.214907304964942,1.16062934004152,0.189645651627083,0.228398941106395,"no","up"
"740087210","MYL12A",1.22053787108571,2.33033581571749,0.00695052747859408,0.0174066760489622,"yes","up"
"7657257","TOMM20",0.469658814008826,1.38478193938374,0.0016768891749742,0.00858567257586791,"yes","up"
"4501881","ACTA1",0.473229991598025,1.38821400771559,0.000383134085202854,0.00467058694342527,"yes","up"
"4504253","H2AFX",0.345890437359119,1.27093516696596,0.199987659263416,0.237022410978863,"no","up"
"33589861","RAB31",0.0714204361847735,1.05075071353593,0.0748234179237113,0.100814710465632,"no","up"
"46249393","RHOG",0.389404546134358,1.30985266739442,0.00731942318293586,0.0178454508079198,"yes","up"
"746815975","TUBB6",1.45945622022702,2.75004689483686,0.0453353205891506,0.0674758259931544,"no","up"
"4506765","S100A4",-0.111603567266751,0.925558723891368,0.52429172768598,0.545604399543134,"no","down"
"17986283","TUBA1A",1.28337344787883,2.43407470653902,0.0139220288148287,0.0272064074549325,"yes","up"
"22208967","HMGA1",-0.199069582466684,0.871112176612952,0.263152932611337,0.30074620869867,"no","down"
"4506607","RPL18",1.0295917949768,2.04144655022496,0.0491863120299048,0.0711395247438172,"no","up"
"20070197","DDOST",0.240530490507012,1.1814270017285,0.122329448218679,0.157083671664095,"no","up"
