GeneAcc,HKR1T1,LIR1T1,HKR2T1,LIR2T1,UIR1T1,LIR3T1,HKR1T2,LIR1T2,HKR2T2,LIR2T2,UIR1T2,LIR3T2,HKR1T3,LIR1T3,HKR2T3,LIR2T3,UIR1T3,LIR3T3
779176942,728830.235512065,1294686.78125,313327.603804155,550407,555229.450682954,757111.625,865490.182712926,1744436.05664062,333739.651775223,636480.444824219,705002.028608851,1060742.9440918,795305.38598035,1875659.265625,281414.458875802,557848.0859375,680532.942303415,1102284.1015625
4885371,64869.0586920994,58684.62890625,50513.1074788018,52285.26171875,34284.2821167481,66010.375,53213.2194060049,50031.890625,58924.5189156842,46562.158203125,30320.4519550788,48520.001953125,13293.6096820952,14901.5166015625,46427.9896850781,17422.001953125,9467.5846084753,12327.7900390625
208022622,97774.9365221675,97614.3859863281,243208.613174778,222870.240234375,167207.860491366,176417.402099609,15706.3197945885,18783.2028808594,66999.5943467364,44355.3774414063,33081.6181463302,28094.0708007812,51438.738806401,51355.0107421875,170386.784439308,123537.385742188,87317.3283438153,89401.9487304688
48255935,142804.844872713,134615.184570313,212177.718283604,326328.57421875,140614.918983916,168518.4375,54471.3613265998,50397.3896484375,73928.1720371225,116063.09765625,52972.6601686893,62374.4892578125,162396.384617561,143406.998046875,252976.728188117,337938.7421875,218228.440523815,209435.267578125
384081592,37378.0520070084,52335.2270507812,43012.3522250884,46404.123046875,33997.7594875076,52630.091796875,,,,,,,56458.4266561118,46257.8515625,133857.00712545,71377.3251953125,80430.3501153156,68623.65625
115430223,129963.147963143,146232.96484375,265505.047161384,202157.5390625,111720.582265422,125247.5625,96511.8646285735,146228.32421875,149422.025366152,123377.59375,95131.0101071085,113078.904296875,57588.6223150423,95009.650390625,74888.1642767295,64459.599609375,66643.3503870891,79717.783203125
4759098,37698.9083849688,70083.7919921875,20345.2526056087,56873.7763671875,59017.1921895247,54471.134765625,20454.8869845936,39296.1384277344,12829.5731406826,21731.3564453125,37114.0453767413,31003.193359375,14288.3985592998,17013.6572265625,20457.4534996319,18224.1051025391,31413.6835387194,22961.2131347656
32454741,9533.3937525444,7170.9130859375,10679.0101663487,8413.908203125,10984.0785420627,8525.962890625,,,,,,,71753.6024208889,77503.484375,138579.944796669,171749.8984375,82117.9347974413,70549.212890625
19923315,46574.159313268,55528.455078125,52311.5946613584,66936.966796875,65885.670478432,93759.642578125,,,,,,,,,,,,
40068518,9051.1384157884,5623.0004882813,11742.8283840764,9408.185546875,11279.6158025887,8164.6767578125,31640.2217834733,18313.826171875,56596.0767951018,32934.2868652344,22942.0047100289,21124.6335449219,,,,,,
544063423,57126.906941402,36257.6909179687,49618.1712920516,44020.9938964844,51921.9147471596,48806.3447265625,30452.4886457467,22153.0571289063,28019.915863823,31726.7922363281,32810.5198446823,28227.869140625,24403.1033726957,19539.20703125,3788.7234533825,13362.1806640625,30432.4765341876,26027.216796875
50592994,177173.248876644,144400.145019531,132965.376529003,117661.801757813,179630.58399582,112263.228515625,236094.090111295,228058.078125,99653.8083713101,155450.0390625,253306.839747817,155210.5625,383208.643071778,392875.984375,122091.047416604,244353.65625,436547.437677016,253766.7890625
4557323,35779.2129585785,14830.3020019531,127046.739547823,962362.578125,7008.8009947482,5355.3491210938,46517.5909743162,16413.7264404297,192931.69577082,1660218.6328125,,4837.0666503906,49171.5411773377,14505.1739501953,232760.970701818,1716168.4921875,8444.0041595631,8661.728515625
5031753,217331.785494356,456328.9375,326186.623516721,246675.234375,540093.270805494,382328.75,52947.9285439365,36842.1142578125,54150.4658691063,38391.9384765625,44117.0437571369,56775.087890625,14394.7637962919,10317.3603515625,17935.8804194806,12792.908203125,15056.9566206884,16077.154296875
156071459,55918.6033331325,86046.6796875,129206.939147018,70193.01953125,84928.9380532596,134731.97265625,380954.605873289,529246.095703125,328982.949842899,400138.39453125,664048.395859804,1019313.828125,177798.294209838,236957.87109375,260731.083350342,205167.505859375,302313.511052293,396045.99609375
193804850,52350.9483721052,66286.3828125,26129.2415662431,43696.4345703125,162946.426313484,153942.375,36361.6250364885,44393.7734375,20628.991647644,36110.3203125,75984.3433363623,73406.5390625,,,,,,
68163411,105750.076975534,97232.1718750001,85515.7698192546,121129.359375,176051.348130082,156783.015625,72523.0783543957,69187.2065429688,34110.3320279415,92457.046875,152535.262195966,145231.681640625,18442.9911160898,16932.197265625,7650.4720776255,30519.814453125,44586.4952430709,30496.3779296875
6598323,65511.3319146442,64035.25390625,82282.4213080802,69023.810546875,77471.5703689814,64028.34375,4215.4124553294,1901.3521728516,5647.5612346013,4010.4775390625,3293.1537843827,2513.7736816406,27564.6012315298,23309.283203125,40411.9785666146,29643.365234375,31621.8393416832,34746.859375
17149844,185243.664709179,185427.076171875,191523.919778812,296055.140625,208219.468396618,186271.489257813,230471.762005026,236872.846679688,268664.078939672,371181.36328125,313381.36053531,263905.55078125,137570.479853461,140776.86328125,161692.129406039,243839.91796875,169389.714316432,145930.803710938
312922390,,,,,,,12099.3580393512,23509.861328125,2437.6805826431,8238.3310546875,7781.8155438242,5457.6591796875,43878.2434681091,70383.2265625,27634.1568481899,24356.7900390625,45178.7022014675,35718.833984375
47132620,63577.4048699976,72676.1171875,42549.1399805503,60521.78515625,108350.393382684,50324.7109375,111178.895091618,119269.01171875,74982.86072561,109989.3203125,205485.806114751,80342.6328125,38883.1562492013,42326.1500244141,27150.1154148652,32950.946899414,64418.0294239779,21759.15234375
4557014,479672.341279527,540718.894042969,205449.899500385,605054.932617187,463928.618969591,665168.979003906,264149.442035149,289310.963378906,109732.735736878,326706.890136719,253733.731471118,343709.046875,164787.337735316,183103.904541016,83356.0244372286,210143.956054687,157700.507709358,221312.910888672
4505621,161194.346137849,100030.77734375,106408.209677324,54175.3359375,102830.244326924,54863.583984375,39800.6098109861,24771.6875,25247.5568037915,12261.630859375,20664.4363853646,11437.12109375,41044.8412575259,27111.19140625,28171.4427986325,12390.0419921875,24218.5877935562,9925.1015625
13569962,40988.3824468777,45554.3701171875,32378.8688842244,68792.369140625,69627.773284067,70299.4609375,60666.35891688,73862.373046875,44255.1120396146,91674.017578125,108488.952154736,91164.7626953125,54164.973973071,56643.025390625,75814.4913407574,118302.619140625,84887.8419758202,82128.1328125
15431288,,,,,,,13812.6639867795,21421.1782226563,11188.7357748327,25215.0595703125,20287.8071039099,31979.2841796875,,,,,,
4506455,36529.8252407368,52805.828125,36778.1800064437,53124.73046875,47099.6688534888,74352.671875,,,,,,,87859.9711057845,56817.4736328125,113879.781422258,165134.25390625,35752.440381998,30732.1401367188
33457348,,,,,,,61034.7337155453,69432.2209472656,88579.2788157725,117546.1015625,50780.4612558013,41357.7126464844,50839.1020407139,57031.5415039062,77482.4826405127,90779.3315429687,44604.0410383738,31056.3601074219
4504255,2638100.44590696,3540349.5,1704186.39045113,2062918.21875,2041306.38303899,3754325.5,1246816.93653074,1640877.95068359,793429.292112699,951058.531738282,947498.468226372,1747351.21435547,9583.0643944857,6767.5202636719,29019.1722363151,7291.1674804688,4232.7081534317,4720.3825683594
4504061,186116.683691456,143962.056640625,151698.954705575,196989.140625,196571.540374673,125762.422851562,76700.8664317884,55506.1103515625,57449.7729770478,83543.08984375,87156.2182578315,51731.02734375,26951.3493475411,19356.951171875,20139.1117079095,30940.72265625,33223.0441107153,15878.53125
618857509,860834.902888658,642303.96484375,814002.413768906,1215547.6015625,483796.182730056,385218.201171875,100487.576688267,103445.2734375,91499.038430109,149415.6875,71137.4017641924,54532.6630859375,66846.4064331275,46959.5888671875,80157.212188909,117320.890625,48648.0120807215,38963.4912109375
5174735,575790.472797645,523542.711425781,537353.383735091,756487.490234375,504151.98674472,817452.616210938,94815.1992311308,84397.0703125,138835.743333266,160747.844726563,104832.021889123,188329.409179688,241187.642223344,246632.301757813,196050.321361671,407244.932617187,336399.969203094,585584.677734375
63252913,87886.2934039132,55482.27734375,64770.391757649,61126.12890625,94962.8830521368,67702.484375,,,,,,,52230.8284872046,44043.5754394532,9765.541343276,42525.7583007813,77697.5122903861,51142.08984375
4502969,144103.627600634,135840.62890625,86689.7928056,115354.109863281,172818.387510963,259008.70703125,90636.711150168,86211.4423828125,39954.5289185088,68661.6704101563,121961.01130329,172010.4765625,18652.858261345,23032.5703125,4096.5267920322,11665.8056640625,30422.8607209867,42856.7890625
992319630,15664.3919768713,33532.32421875,16365.4605442812,63448.4453125,22446.1701203401,92667.2265624999,42737.669234889,83382.861328125,31991.9257597223,140239.111328125,61022.3576851418,208822.6171875,36647.7331721203,74460.53515625,33119.7053744713,128234.66796875,67042.4036458653,188309.9609375
374671775,49749.0843310146,53179.578125,57931.1681730198,67992.2890625,33376.143093378,31808.443359375,120319.138710861,114204.458007813,123770.021452906,146449.677734375,70416.8596431357,76095.6708984375,128554.436911938,139610.51953125,149749.50718336,158042.8828125,81706.0081458082,82570.470703125
4507115,362843.009592731,872289.5,170927.00675615,426285.59375,664476.030095905,668230.125,,,,,,,215052.833077031,264478.630981446,169275.943720577,160143.349853516,414215.108315884,300661.560424804
222352151,117618.300051366,97889.70703125,104340.397512316,98940.9296874999,100450.203854445,133726.12890625,,,,,,,71138.8872281269,52984.111328125,72143.3256985589,85780.34765625,35393.6712131021,47590.6953125
4503529,45698.0308535484,41994.685546875,51314.6661267895,46162.5302734375,36176.8103809734,44454.5048828125,4880.953420751,4528.7290039063,4316.4576601141,3597.2033691406,6591.9716061355,7442.046875,,,,,,
19743875,32543.203896248,21587.53515625,44693.3738721403,52398.7734375,18224.1753865167,26052.490234375,,,,,,,73366.9816384129,87183.9296875001,82116.0335289047,97633.015625,50482.4234851082,37240.23828125
5453555,422585.891273344,295736.107910156,452696.975487046,215387.123535156,571356.05556886,431736.57421875,66217.1687255786,44952.17578125,61726.0119797483,28745.373046875,81306.5045153353,60381.359375,296369.054573601,211584.249023438,311953.332332093,160475.307617187,399787.224999898,311664.00390625
4502297,92041.5247812998,124767.720703125,65498.4314973967,125282.627929688,166713.590890607,228214.017578125,72539.1046376826,82592.5830078125,46631.3955996745,100256.798828125,135476.272234282,165153.513671875,17636.4134661375,23601.68359375,11773.5033258909,25409.103515625,29352.2164908747,39227.26171875
208879465,32371.3222022241,53697.556640625,45917.7967887118,47647.1640625,113025.886650505,146969.80859375,,,,,,,16492.3809106265,38452.421875,30652.3478269848,22209.123046875,67399.1905683243,95325.1015625001
21624607,148200.0745689,109107.3203125,171042.613429489,67072.779296875,149443.558733144,81570.97265625,42197.2831196629,27180.548828125,49494.9082369455,17070.76953125,45210.5779543682,23284.939453125,136301.25631191,88871.875,165246.532882925,55924.576171875,128484.44947946,74254.96484375
29788785,52882.9151608366,54146.91015625,61658.2728124857,103784.1328125,60683.0186035832,118123.34375,,,,,,,,,,,,
10863895,7057.4308958574,17157.068359375,16009.9333095822,5490.8237304688,6047.6232810766,7048.5048828125,4599.1869707785,2945.802734375,82127.9029417135,2984.25390625,1961.6160251728,,4045.6618942073,8854.455078125,16502.1014842246,2234.0754394531,2826.0400234795,1602.9805908203
38570101,123774.674998824,138853.296875,166886.243933097,237277.7578125,235422.781594025,285565.5546875,,,,,,,,,,,,
296317337,25456.203183168,41705.7485351562,24349.1193299808,29754.388671875,74405.222619498,117420.72265625,15486.620327834,25286.474609375,17161.5095453662,18827.3735351563,48512.4565158992,82616.859375,15215.2321828893,25989.669921875,19465.9576341589,19158.2465820313,46520.736344242,72445.080078125
24308201,,,,,,,,,,,,,38048.1246599875,53067.28515625,13865.2278839211,32206.873046875,49014.4591541378,43243.7578125
4506629,67583.8241059448,124282.703125,55539.4277763383,201502.53125,133347.733298401,274702.5,,,,,,,26746.8341186329,50509.4453125,23135.3302054505,77303.6796875,53138.2491179796,103909.328125
313569822,,,,,,,,,,,,,8691.5363932023,22894.4140625,5183.5618375207,25915.474609375,14820.072442434,47282.453125
6005717,21394.1448968895,30346.697265625,16476.0330748867,31549.41015625,34212.1848234779,51736.61328125,31235.4442668488,46444.6982421875,23277.8692670447,47229.072265625,61084.0868577559,89692.53125,42251.1182759678,58035.095703125,35044.4931530693,61024.8359375,72954.1255945604,102840.7421875
295849266,13899.2967118403,14051.5927734375,55766.3412639141,11431.173828125,66085.2736090304,37092.1640625,,,,,,,,,,,,
66933016,20028.1162208393,39898.234375,26670.1158813351,170561.03125,51143.6370910393,175789.453125,4694.6280260181,17122.583984375,7062.4961390217,54911.453125,15534.3106141288,61183.73828125,,,,,,
4501867,75463.2442514524,79184.615234375,98338.9005924439,102698.896484375,126705.895612919,109107.958984375,33219.6733014532,41181.625,41124.6382115609,53312.27734375,57692.2158716246,50754.134765625,,,,,,
148491070,18366.7194809461,18068.7163085938,15253.380542611,19398.4702148438,21119.3542990755,27887.3349609375,,,,,,,,,,,,
4507869,14385.2664855323,12283.9423828125,17954.0418358033,8294.716796875,23920.6992522302,22077.01171875,,,,,,,,,,,,
4505701,,,,,,,,,,,,,13995.1150588564,25064.064453125,8817.4613968949,13448.7412109375,9860.8336065735,17039.119140625
14110407,7210.0773179281,11289.1103515625,17517.4523342758,14114.291015625,24107.3516605501,20011.60546875,,,,,,,,,,,,
73486658,,,,,,,25068.0951896733,25095.78515625,17210.8068820132,26330.5234375,28888.3732378934,27853.505859375,82663.3166689182,65893.390625,54862.8035188873,69676.75,86314.9029828515,76818.9140625
46389550,,,,,,,,,,,,,8379.3082320446,4865.921875,4990.6703460419,4478.0825195313,7071.2663695395,2993.6311035156
122937227,,,,,,,29239.3205979365,80434.796875,14209.4311017487,34415.8125,60301.4700283566,64836.9765625,,,,,,
4506691,,,,,,,,,,,,,10676.2066792144,30106.708984375,8938.0628082938,16069.2421875,29146.5710020089,59486.3906250001
89145417,671319.806857202,748418.3984375,339333.635801961,452892.202880859,1714261.20359378,1631059.28515625,438487.681161358,552271.797851562,202208.184291649,283048.109375,1297075.17905661,1245744.07617187,174715.515517121,219862.083984375,93760.5038272987,104195.517089844,522988.277822542,502936.94140625
13129092,45504.4337689371,53503.5732421875,37948.783571183,65862.8408203125,43890.3988691275,59161.373046875,,,,,,,6960.1369018062,9290.9189453125,6936.9154341288,14061.361328125,7685.3811613899,11308.8916015625
19743819,,,,,,,19924.4935559907,30653.123046875,6750.438673943,10400.533203125,19864.5997043973,15732.7900390625,,,,,,
389886539,,,,,,,1841.0640150349,4064.0844726563,3428.4880687934,3162.140625,3820.619473156,4769.1748046875,,,,,,
94721354,43958.1163994997,63586.384765625,58970.5879979263,101892.021484375,67799.6173208757,77481.416015625,40499.2734259584,48087.7333984375,49362.0939574264,77780.81640625,67150.0225273589,81729.55859375,37973.2926752182,43733.7666015625,45261.6339801293,61113.6376953125,78139.1502206072,79035.3232421875
4505813,,,,,,,,,,,,,842.371220128,1146.7518310547,3658.2500683732,1924.6309814453,,1265.6770019531
17149836,,,,,,,,,,,,,9618.5902797048,11700.212890625,14520.7175842965,951.7464599609,12959.92321952,7606.2368164063
19923821,1449535.00531297,1839511.09375,856206.982886508,774189.265625,2801591.41004256,4104469.8125,1492982.64328016,1849055.2890625,852635.823048013,838647.6640625,2865613.09786477,4090976.734375,1532100.25085619,1941157.8125,1001141.77087176,801124.37890625,2672231.43172223,4311130.1171875
4502985,,,,,,,5019.6890637248,3935.8552246094,2286.5248495516,4605.8041992188,4434.8779453151,2423.6838378906,5938.8179762548,4418.1142578125,1835.7755303386,5714.5844726563,4417.1798727103,5462.4301757813
48526509,,,,,,,,,,,,,,,,,,
5453704,44120.7737170989,37186.73046875,33699.1600536157,53671.8203125,48720.5579405871,59215.9453125,,,,,,,29161.068250775,26708.806640625,17948.4323426483,38107.0546875,25542.7064936652,31326.974609375
151101407,32797.6403146637,17702.7526855469,42452.3373352718,8935.6245117188,5383.8231937285,3740.9165039063,15540.3614287953,9017.61328125,24958.5648292813,6964.1127929688,4970.0563449407,2223.8229980469,,,,,,
14165469,4301.2304213005,10223.572265625,6666.6317881942,25601.732421875,9585.864825802,27688.201171875,,,,,,,,,,,,
74272287,,,,,,,,,1831.2518318768,3288.5632324219,1092.0628481822,,732.6477091117,,1822.7188924964,,1839.3012611101,
13540600,385575.455496751,401835.8515625,356426.639534953,352218.2421875,372493.648989503,325099.3203125,124543.188161145,106196.140625,69458.4657415463,73575.5390625,130739.395571313,88092.8046875001,,,,,,
6005757,,,,,,,,,,,,,,,,,,
4506715,20901.6863405905,14661.66015625,25661.0051017233,12862.568359375,15736.4868508699,10154.978515625,,,,,,,16125.0322897764,11211.8603515625,21615.4070390639,9213.6328125,12792.8675204257,8647.6484375
10800130,158569.337193347,101930.788574219,213933.67159068,172607.999023438,32515.4322624315,39276.7647705078,127030.552991794,80859.041015625,121273.182701132,93724.59375,35151.2490574728,29046.9028320313,59869.8672091501,35622.998046875,78821.8792914192,56852.529296875,16698.239981572,21723.7182617188
344217737,,,,,,,24564.4717425627,37344.265625,25323.806306297,29795.9140625,58101.2673496631,68038.671875,,,,,,
32189392,,,,,,,24542.2250141138,20638.443359375,39622.6148790719,31595.203125,11825.9289005581,7528.873046875,,,,,,
87196339,152816.858464039,158164.748046875,176577.091075726,154509.51171875,270150.699543686,218203.2265625,,,,,,,,,,,,
17105394,75150.6373537465,96731.984375,139471.453645561,210277.953125,85074.6321971166,196553.671875,,,,,,,,,,,,
4502303,,,,,,,,,,,,,9531.6011370565,11045.55078125,4542.2890852137,7143.7446289063,11759.2737130357,14725.9736328125
24308295,,,,,,,17321.4729416807,19782.1328125,26826.3933673096,23649.01171875,31080.8897098957,20785.400390625,,,,,,
63162572,23905.285107549,35777.8984375,26809.2146694999,54376.546875,24529.9936910324,45704.06640625,,,,,,,,,,,,
262527242,513797.456840424,546467.57421875,222317.682401875,607521.375,890937.50853503,1348619.375,148000.599373806,145980.73046875,60308.062894398,169731.6328125,242183.196509561,388986.953125,116160.020487464,121428.728515625,55451.4856423481,140579.484375,219799.798510105,335731.6328125
4504183,22574.3857044676,12289.79296875,20495.0022274593,10402.0576171875,9509.7025270263,8000.5639648438,,,,,,,,,,,,
7705696,183638.469639123,316482.609375,113234.859481663,252034.09375,259171.41108952,196417.71875,133148.264399789,210295.81640625,89860.6618557036,168057.63671875,161948.343570824,139436.8203125,38548.6504242626,55645.1640625,58104.6552310406,65962.953125,62464.418203188,57920.484375
4506621,38716.8435121382,56941.576171875,46736.9976759063,105480.8984375,54281.0271092777,123130.60546875,,,,,,,,,,,,
167234422,,,,,,,,,,,,,9913.7165544093,7664.30078125,7774.6666733683,5548.138671875,8330.8786157929,8852.609375
4506265,,,,,,,8389.1463001586,14251.0639648437,4735.8874410677,5913.1828613281,10402.7408569361,6610.2663574219,,,,,,
256985160,200589.744654334,259411.8125,74010.7029711311,232302.65625,226765.515166811,289768.4375,27949.1232166962,31090.232421875,7655.0374536734,30628.095703125,35545.9632568615,39513.34765625,79510.0288850877,95108.76171875,27302.0095628991,90451.25390625,83470.5791147861,107338.48828125
22165433,17181.1438348476,20356.66015625,15679.570173383,19769.19140625,21872.3553261873,27822.681640625,9280.6509503298,7060.0200195313,5892.9863094208,11484.435546875,12007.1780964022,11337.1083984375,8730.5707965329,7534.1440429687,6676.254313409,12942.2919921875,11153.1427064076,15269.3046875
4506685,,,,,,,,,,,,,5623.6410910339,8572.666015625,37820.8395851654,14006.3359375,4793.9113129135,13145.86328125
20270243,130423.636240173,136790.486328125,26822.7807249674,178294.435546875,266374.462546013,314326.98828125,152860.616718788,145052.91796875,67515.6203552624,188234.71875,216111.284995859,262647.109375,113375.072908718,122159.76171875,28384.652630375,148829.6171875,255651.635174863,299686.89453125
148613856,,,,,,,,,,,,,10867.1699003604,11677.169921875,27953.9540961829,13428.1015625,14725.6429847491,24166.875
291084742,5242.0882012455,7018.3692626953,616.1414623198,7037.0450439453,7082.9483251205,7152.6813964844,5856.3722198275,12741.7817382813,857.2997884261,6613.9805908203,11611.792703677,10230.4583740234,830.7283953156,2048.6965332031,,1168.6595458984,3120.523430948,1601.7414550781
13236587,22520.4316421435,24374.69140625,8458.6505769379,28624.67578125,43165.2453523918,51537.65625,,,,,,,,,,,,
40254924,,,,,,,1145.8792550146,2925.5949707031,,856.3358154297,1475.1484696348,1207.4359130859,1557.234370379,1656.0895996094,712.5347830147,1644.6553955078,1689.8066762626,3010.5759277344
4507149,224716.614296359,166654.81640625,150810.455387228,163949.498046875,159418.037591337,90647.5151367187,263923.387187144,182608.3125,165838.162136572,176052.323242187,191885.044723632,111669.853515625,143324.861735862,109410.85546875,101720.857056787,102225.787109375,109526.515564549,68206.8876953125
7657104,,,,,,,2600.0938035172,4055.2253417969,1136.6481506313,3656.8493652344,7228.8975165845,9390.640625,,,,,,
4507217,26532.1512705188,39389.125,22203.5743948127,23782.015625,36234.5561797156,37792.20703125,,,,,,,,,,,,
17158044,48945.0536950277,88291.765625,129296.548210708,135962.15625,59463.2818435007,162730.5546875,,,,,,,9700.6917428538,16534.853515625,11060.4834085702,22412.236328125,11782.7986291571,34912.11328125
17017988,186557.003781538,223423.8046875,146938.853569185,226762.8515625,332179.660733198,379174.640625,60334.2851819088,82725.34375,47402.1006240061,69344.7265625,102678.085659187,121256.5390625,48360.8830922972,56683.30859375,39144.067013229,50610.5703125,83893.4277998155,85727.6875
5729770,21295.1037704601,19999.595703125,21335.0177402925,20716.84375,32690.0136294942,25993.302734375,28234.7970250981,21409.16796875,22992.1737392422,22634.869140625,34583.4852643461,30214.826171875,29709.914581561,25047.0546875,26900.2259510069,26035.68359375,46195.7654983594,34749.35546875
7705855,,,,,,,10129.1015824691,16178.5087890625,6082.1963276996,8586.5595703125,17396.909179766,20777.595703125,,,,,,
31542303,,,,,,,44021.2630682382,37063.015625,14359.3668283455,29266.046875,110493.357798101,79950.1171875,,,,,,
4757826,,,,,,,79143.7016296448,202347.015625,29106.382940998,147708.84375,54750.3403841051,182586.625,31847.315224892,80120.6406249999,13279.3328951952,55143.15625,22113.2438030284,75744.8125
27262628,43666.1685455556,32282.583984375,34553.1616850748,32425.52734375,43290.0701630026,29351.880859375,,,,,,,,,,,,
219555707,258385.688714248,201771.1953125,244386.778703266,180578.63671875,273156.563172371,209214.28515625,169248.259574793,134083.85546875,166510.000460491,126034.203125,173801.243890928,133990.375,175560.641227039,144717.095703125,176511.204428461,123133.232421875,186950.028490944,144536.08984375
51477700,,,,,,,,,,,,,,,,,,
46852147,11420.2390890625,12201.771484375,18094.4785416656,11055.171875,23297.6094788271,23674.44140625,,,,,,,,,,,,
556695502,,,,,,,139310.134999411,101583.35546875,81722.3540722387,33253.3984375,91904.9835094644,53069.6796875,94586.1026855966,66903.7197265625,63718.6488402406,23672.9921875,54238.831795409,35312.8374023438
21361547,21793.0579137095,14087.9677734375,30513.8938899558,22520.330078125,22751.7557978773,18168.6171875,,,,,,,30127.9559407712,18640.8173828125,45035.847896478,35049.6923828125,34974.8218933393,23715.369140625
5231228,,,,,,,,,,,,,8103.0480864371,8927.015625,3420.0046814986,6021.912109375,9026.4837131021,5909.919921875
33946329,,,,,,,,,,,,,36294.9766349808,79201,19857.742560247,39086.283203125,139494.488838794,157719.015625
543583697,73392.7757680651,55309.87890625,81027.2130541288,25124.958984375,60983.767764242,51975.275390625,57563.4966835329,42177.955078125,74298.5938741166,27287.8017578125,54719.6789963657,49106.3671875,,,,,,
11056061,33328.192301923,15328.1848144531,529634.761235836,15328.7978515625,13369.5393511658,1586.9556884766,19413.4486240009,6356.8298339844,286199.941164088,12553.0185546875,6021.840598777,1635.5679931641,17166.6849318788,7937.3327636719,291078.128523826,11707.1708984375,6657.0959285242,2051.17578125
20544151,,,,,,,10169.3964649818,5732.109375,5065.3830490026,4139.6518554688,10635.0193974334,9691.0478515625,,,,,,
21956645,51473.1428182745,68002.5566406249,122220.676919013,22635.158203125,67636.2900425664,44307.509765625,173905.189785807,210005.12890625,387137.778566048,73959.6547851562,225297.426946208,142597.259765625,119054.305470869,158295.41796875,296245.252668711,49443.1708984375,148374.29129733,100480.00390625
767900757,77637.5016809693,80479.09375,72158.9851866811,106663.7890625,39938.435091541,43091.21484375,,,,,,,,,,,,
386869503,,,,,,,10439.4571188189,29663.1279296875,12971.568787163,19094.6865234375,20053.6975676233,71498.765625,,,,,,
4503481,173185.616395825,160986.296875,207841.746980097,213929.421875,163054.141550498,215417.453125,,,,,,,642567.053200773,613477.34375,765263.220521365,735400.09375,632240.640584572,770303.4375
4504347,132523.261905304,339672.4375,348727.530127062,1436179.625,586013.627724002,1420668.46875,139791.8401952,363481.18359375,352084.316672889,1569160.9375,578005.743055109,1535701.140625,183602.250312173,439816.9453125,447952.214514361,1776193,683927.432965935,1776142.71875
4758484,32043.3738762307,24606.431640625,34833.5885729696,17196.318359375,36794.8216140841,40251.83203125,,,,,,,16597.9434493057,8879.1953125,12746.6726067266,9436.9248046875,15587.7483137544,17433.02734375
4505145,,,,,,,,,,,,,7897.2891876942,8264.103515625,8959.9962355157,8834.232421875,12806.555432741,11112.38671875
27477072,37445.3815586737,73324.41796875,205825.364437535,236865.3125,35523.5738747607,41076.7216796875,5766.8517115794,18149.5913085938,100860.333563339,109709.017578125,15847.0027791125,13175.697265625,20068.1242258441,35037.96875,179210.516675947,194708.8203125,30258.208726104,31246.392578125
25282469,44334.1120006419,59502.525390625,15601.3036418669,26661.6401367188,160219.792506471,161708.625,48542.9894889171,53089.7431640625,18013.2266547395,31627.75390625,200194.330864407,181563.73828125,45453.391248033,58296.8828125,17757.2686186132,30472.1689453125,188563.093858913,170303.849609375
16933546,,,,,,,,,,,,,24779.8761441762,47357.4921875,30940.941330317,25155.43359375,43798.7408443828,85491.3359375001
6912238,3889.7951735468,2380.0512695313,12084.7895633079,3849.0231933594,4125.3881245524,2418.95703125,,,,,,,,,,,,
32130518,,,,,,,131336.84182792,84490.15625,39281.4210008642,262052.5546875,23601.0895715307,41061.4921875,,,,,,
4506597,,,,,,,,,,,,,76697.0288499454,95763,113388.050612851,200437.80859375,127784.733923405,235867.3046875
187608726,,,,,,,15800.2259065992,10312.0129394531,8041.6664857168,8494.0747070313,12490.9079929764,8651.2995605469,11194.1053130488,9538.4345703125,7892.6422880001,6042.017578125,10331.2641769229,8768.1572265625
5031645,,,,,,,,,,,,,4402.9948368305,13213.5849609375,3442.5232789688,5390.6079101563,7809.4606218869,6563.7080078125
4505753,2452.2849358811,,2217.4276229855,2528.9758300781,,1988.5294189453,,,,,,,,,,,,
733605926,1742623.95064573,1735389.03710937,1677892.28029691,1900194.47265625,2266793.21392663,4526568.42138672,872919.049102591,765702.552001953,900068.628406809,1077040.27392578,950213.430548136,1875015.66894531,592821.615265545,568396.525634766,747307.285963213,874681.307067871,691311.985314371,1308006.98657227
10645195,2369012.63767414,2975874.79101563,3100316.97800558,3874818.10351563,3409300.60931262,9535882.9375,2032288.20830536,2483605.80554199,2513921.92955479,3267786.8651123,2923946.20030105,8326326.22460937,2067633.22183781,2533228.59765625,2703441.76021013,3292464.32141113,3127573.51184076,8432613.73828125
974005396,186530.33102419,149564.640625,118492.169863963,169538.609375,175740.953595486,130330.28125,118519.577491476,88444.90234375,74878.1180386755,113989.009765625,110878.388653185,84658.681640625,121980.284067882,104281.291015625,81396.7991120833,109910.404296875,120805.317450844,92284.083984375
4505185,56938.2198601746,40728.890625,111246.490521152,34610.9936523437,36989.4168357129,36845.072265625,15206.4756432387,13839.4252929688,12438.5534303372,12823.4128417969,13674.9038366214,12339.1323242188,49769.7499333667,62667.203125,47505.4917054051,40619.36328125,54272.7536663279,46650.546875
68508967,,,,,,,,,,,,,22808.9290131514,11691.705078125,52773.3556188472,61823.5390625,6315.8840130031,5850.2270507813
194688133,76480.4689279715,41605.24609375,38642.8271364558,29405.037109375,76128.680241621,46778.0703125,,,,,,,108622.405750364,97640.654296875,53934.300099574,90816.5507812501,137391.874858438,132106.220703125
